Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Experience Growth Total,Pre-Evolution Pokemon Id
883,Arctovish,Fossil Pokémon,,,2.0,175.0,Water,Ice,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Ice Body,The Pokémon gradually regains HP in a snowstorm.,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,Sword,90,90,100,80,90,55,505,0,0,2,0,0,0,2,1250000,
884,Duraludon,Alloy Pokémon,,,1.8,40.0,Steel,Dragon,Light Metal,Halves the Pokémon's weight.,Heavy Metal,Doubles the Pokémon's weight.,Stalwart,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,Sword,70,95,115,120,50,85,535,0,0,0,2,0,0,2,1000000,
884,Duraludon,Alloy Pokémon,Gigantamax,,43.0,0.0,Steel,Dragon,Light Metal,Halves the Pokémon's weight.,Heavy Metal,Doubles the Pokémon's weight.,Stalwart,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,Sword,70,95,115,120,50,85,535,0,0,0,2,0,0,2,1000000,
885,Dreepy,Lingering Pokémon,,,0.5,2.0,Dragon,Ghost,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokémon.,Sword,28,60,30,40,30,82,270,0,0,0,0,0,1,1,1250000,
886,Drakloak,Caretaker Pokémon,,,1.4,11.0,Dragon,Ghost,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokémon.,Sword,68,80,50,60,50,102,410,0,0,0,0,0,2,2,1250000,1472.0
887,Dragapult,Stealth Pokémon,,,3.0,50.0,Dragon,Ghost,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Cursed Body,May disable a move used on the Pokémon.,Sword,88,120,75,100,75,142,600,0,0,0,0,0,3,3,1250000,1473.0
888,Zacian,Warrior Pokémon,,Legendary,2.8,110.0,Fairy,,Intrepid Sword,Boosts the Pokémon's Attack stat the first time the Pokémon enters a battle.,,,,,Sword,92,120,115,80,115,138,660,0,0,0,0,0,3,3,1250000,
888,Zacian,Warrior Pokémon,Crowned,Legendary,2.8,355.0,Fairy,Steel,Intrepid Sword,Boosts the Pokémon's Attack stat the first time the Pokémon enters a battle.,,,,,Sword,92,150,115,80,115,148,700,0,0,0,0,0,3,3,1250000,
889,Zamazenta,Warrior Pokémon,,Legendary,2.9,210.0,Fighting,,Dauntless Shield,Boosts the Pokémon's Defense stat the first time the Pokémon enters a battle.,,,,,Sword,92,120,115,80,115,138,660,0,0,0,0,0,3,3,1250000,
889,Zamazenta,Warrior Pokémon,Crowned,Legendary,2.9,785.0,Fighting,Steel,Dauntless Shield,Boosts the Pokémon's Defense stat the first time the Pokémon enters a battle.,,,,,Sword,92,120,140,80,140,128,700,0,0,0,0,0,3,3,1250000,
890,Eternatus,Gigantic Pokémon,,Legendary,20.0,950.0,Poison,Dragon,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,Sword,140,85,95,145,95,130,690,3,0,0,0,0,0,3,1250000,
890,Eternatus,Gigantic Pokémon,Eternamax,Legendary,100.0,0.0,Poison,Dragon,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,Sword,255,115,250,125,250,130,1125,3,0,0,0,0,0,3,1250000,
891,Kubfu,Wushu Pokémon,,Sub-Legendary,0.6,12.0,Fighting,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",,,,,Sword,60,90,60,53,50,72,385,0,1,0,0,0,0,1,1250000,
892,Urshifu,Wushu Pokémon,,Sub-Legendary,1.9,105.0,Fighting,Dark,Unseen Fist,"The Pokémon can deal damage with moves that make physical contact, even if the target is protected.",,,,,Sword,100,130,100,63,60,97,550,0,3,0,0,0,0,3,1250000,38.0
892,Urshifu,Wushu Pokémon,Rapid Strike,Sub-Legendary,1.9,105.0,Fighting,Water,Unseen Fist,"The Pokémon can deal damage with moves that make physical contact, even if the target is protected.",,,,,Sword,100,130,100,63,60,97,550,0,3,0,0,0,0,3,1250000,38.0
892,Urshifu,Wushu Pokémon,Gigantamax,Sub-Legendary,29.0,0.0,Fighting,Dark,Unseen Fist,"The Pokémon can deal damage with moves that make physical contact, even if the target is protected.",,,,,Sword,100,130,100,63,60,97,550,0,3,0,0,0,0,3,600000,
892,Urshifu,Wushu Pokémon,Rapid Strike Gigantamax,Sub-Legendary,29.0,0.0,Fighting,Water,Unseen Fist,"The Pokémon can deal damage with moves that make physical contact, even if the target is protected.",,,,,Sword,100,130,100,63,60,97,550,0,3,0,0,0,0,3,600000,
893,Zarude,Rogue Monkey Pokémon,,Mythical,1.8,70.0,Dark,Grass,Leaf Guard,Prevents status conditions in harsh sunlight.,,,,,Sword,105,120,105,70,95,105,600,0,3,0,0,0,0,3,1250000,
893,Zarude,Rogue Monkey Pokémon,Dada,Mythical,1.8,70.0,Dark,Grass,Leaf Guard,Prevents status conditions in harsh sunlight.,,,,,Sword,105,120,105,70,95,105,600,0,3,0,0,0,0,3,1250000,
894,Regieleki,Electron Pokémon,,Sub-Legendary,1.2,145.0,Electric,,Transistor,Powers up Electric-type moves.,,,,,Sword,80,100,50,100,50,200,580,0,0,0,0,0,3,3,1250000,
895,Regidrago,Dragon Orb Pokémon,,Sub-Legendary,2.1,200.0,Dragon,,Dragon's Maw,Powers up Dragon-type moves.,,,,,Sword,200,100,50,100,50,80,580,3,0,0,0,0,0,3,1250000,
896,Glastrier,Wild Horse Pokémon,,Sub-Legendary,2.2,800.0,Ice,,Chilling Neigh,"When the Pokémon knocks out a target, it utters a chilling neigh, which boosts its Attack stat.",,,,,Sword,100,145,130,65,110,30,580,0,3,0,0,0,0,3,1250000,
897,Spectrier,Swift Horse Pokémon,,Sub-Legendary,2.0,44.5,Ghost,,Grim Neigh,"When the Pokémon knocks out a target, it utters a terrifying neigh, which boosts its Special Attack stat.",,,,,Sword,100,65,60,145,80,130,580,0,0,0,3,0,0,3,1250000,
898,Calyrex,King Pokémon,,Legendary,1.1,7.7,Psychic,Grass,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,,,Sword,100,80,80,80,80,80,500,3,0,0,0,0,0,3,1250000,
898,Calyrex,High King Pokémon,Ice Rider,Legendary,1.1,7.7,Psychic,Ice,As One,This Ability combines the effects of both Calyrex’s Unnerve Ability and Glastrier’s/Spectrier’s Chilling Neigh/Grim Neigh Ability.,,,,,Sword,100,165,150,85,130,50,680,0,3,0,0,0,0,3,1250000,
898,Calyrex,High King Pokémon,Shadow Rider,Legendary,1.1,7.7,Psychic,Ghost,As One,This Ability combines the effects of both Calyrex’s Unnerve Ability and Glastrier’s/Spectrier’s Chilling Neigh/Grim Neigh Ability.,,,,,Sword,100,85,80,165,100,150,680,0,0,0,3,0,0,3,1250000,
899,Wyrdeer,Big Horn Pokémon,,,1.8,95.1,Normal,Psychic,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Legends Arceus,103,105,72,105,75,65,525,0,1,0,0,0,0,1,1250000,358.0
900,Kleavor,Axe Pokémon,,,1.8,89.0,Bug,Rock,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Sharpness,Powers up slicing moves.,Legends Arceus,70,130,95,45,75,85,500,0,2,0,0,0,0,2,1000000,219.0
901,Ursaluna,Peat Pokémon,,,2.4,290.0,Ground,Normal,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Bulletproof,Protects the Pokémon from some ball and bomb moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Legends Arceus,130,140,105,45,80,50,550,0,3,0,0,0,0,3,1000000,341.0
901,Ursaluna,Peat Pokémon,Bloodmoon,,2.4,290.0,Ground,Normal,Mind's Eye,"The Pokémon ignores changes to opponents' evasiveness, its accuracy can't be lowered, and it can hit Ghost types with Normal- and Fighting-type moves.",,,,,Scarlet,113,70,120,135,65,52,555,0,0,0,3,0,0,3,1000000,
902,Basculegion,Big Fish Pokémon,Female,,3.0,110.0,Water,Ghost,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Adaptability,Powers up moves of the same type as the Pokémon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Legends Arceus,120,92,65,100,75,78,530,2,0,0,0,0,0,2,1000000,1623.0
902,Basculegion,Big Fish Pokémon,,,3.0,110.0,Water,Ghost,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Adaptability,Powers up moves of the same type as the Pokémon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Legends Arceus,120,112,65,80,75,78,530,2,0,0,0,0,0,2,1000000,1623.0
903,Sneasler,Free Climb Pokémon,,,1.3,43.0,Fighting,Poison,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Poison Touch,May poison a target when the Pokémon makes contact.,Legends Arceus,80,130,60,40,80,120,510,0,1,0,0,0,1,2,1059860,1630.0
904,Overqwil,Pin Cluster Pokémon,,,2.5,60.5,Dark,Poison,Poison Point,Contact with the Pokémon may poison the attacker.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Legends Arceus,85,115,95,65,65,85,510,0,1,0,0,0,0,1,1000000,1625.0
905,Enamorus,Love-Hate Pokémon,,Sub-Legendary,1.6,48.0,Fairy,Flying,Healer,Sometimes heals an ally's status condition.,,,Contrary,Makes stat changes have an opposite effect.,Legends Arceus,74,115,70,135,80,106,580,0,0,0,3,0,0,3,1250000,
905,Enamorus,Love-Hate Pokémon,Therian,Sub-Legendary,1.6,48.0,Fairy,Flying,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",,,,,Legends Arceus,74,115,110,135,100,46,580,0,3,0,0,0,0,3,1250000,
906,Sprigatito,Grass Cat Pokémon,,,0.4,4.1,Grass,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Protean,Changes the Pokémon's type to the type of the move it's about to use.,Scarlet,40,61,54,45,45,65,310,0,0,0,0,0,1,1,1059860,
907,Floragato,Grass Cat Pokémon,,,0.9,12.2,Grass,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Protean,Changes the Pokémon's type to the type of the move it's about to use.,Scarlet,61,80,63,60,63,83,410,0,0,0,0,0,2,2,1059860,1642.0
908,Meowscarada,Magician Pokémon,,,1.5,31.2,Grass,Dark,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Protean,Changes the Pokémon's type to the type of the move it's about to use.,Scarlet,76,110,70,81,70,123,530,0,0,0,0,0,3,3,1059860,1666.0
909,Fuecoco,Fire Croc Pokémon,,,0.4,4.1,Fire,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,,,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Scarlet,67,45,59,63,40,36,310,1,0,0,0,0,0,1,1059860,
910,Crocalor,Fire Croc Pokémon,,,1.0,30.7,Fire,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,,,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Scarlet,81,55,78,49,58,90,411,0,0,0,2,0,0,2,1059860,1643.0
911,Skeledirge,Singer Pokémon,,,1.6,326.5,Fire,Ghost,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,,,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Scarlet,104,75,100,110,75,66,530,0,0,0,3,0,0,3,1059860,1669.0
912,Quaxly,Duckling Pokémon,,,0.5,6.1,Water,,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,,,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Scarlet,55,65,45,50,45,50,310,0,1,0,0,0,0,1,1059860,
913,Quaxwell,Practicing Pokémon,,,1.2,21.5,Water,,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,,,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Scarlet,70,85,65,65,60,65,410,0,2,0,0,0,0,2,1059860,1644.0
914,Quaquaval,Dancer Pokémon,,,1.8,61.9,Water,Fighting,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,,,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Scarlet,85,120,80,85,75,85,530,0,3,0,0,0,0,3,1059860,1674.0
915,Lechonk,Hog Pokémon,,,0.5,10.2,Normal,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Scarlet,54,45,40,35,45,35,254,1,0,0,0,0,0,1,1000000,
916,Oinkologne,Hog Pokémon,,,1.0,120.0,Normal,,Lingering Aroma,Contact with the Pokémon changes the attacker's Ability to Lingering Aroma.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Scarlet,110,100,75,59,80,65,489,2,0,0,0,0,0,2,1000000,1649.0
916,Oinkologne,Hog Pokémon,Female,,1.0,120.0,Normal,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Scarlet,115,90,70,59,90,65,489,2,0,0,0,0,0,2,1000000,1649.0
917,Tarountula,String Ball Pokémon,,,0.3,4.0,Bug,,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,Scarlet,35,41,45,29,40,20,210,0,0,1,0,0,0,1,600000,
918,Spidops,Trap Pokémon,,,1.0,16.5,Bug,,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,Scarlet,60,79,92,52,86,35,404,0,0,2,0,0,0,2,600000,1712.0
919,Nymble,Grasshopper Pokémon,,,0.2,1.0,Bug,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,,,Tinted Lens,"The Pokémon can use not very effective"" moves to deal regular damage.""",Scarlet,33,46,40,21,25,45,210,0,1,0,0,0,0,1,1000000,
920,Lokix,Grasshopper Pokémon,,,1.0,17.5,Bug,Dark,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,,,Tinted Lens,"The Pokémon can use not very effective"" moves to deal regular damage.""",Scarlet,71,102,78,52,55,92,450,0,2,0,0,0,0,2,1000000,1714.0
921,Pawmi,Mouse Pokémon,,,0.3,2.5,Electric,,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Natural Cure,All status conditions heal when the Pokémon switches out.,Iron Fist,Powers up punching moves.,Scarlet,45,50,20,40,25,60,240,0,0,0,0,0,1,1,1000000,
922,Pawmo,Mouse Pokémon,,,0.4,6.5,Electric,Fighting,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Natural Cure,All status conditions heal when the Pokémon switches out.,Iron Fist,Powers up punching moves.,Scarlet,60,75,40,50,40,85,350,0,0,0,0,0,2,2,1000000,1650.0
923,Pawmot,Mouse Pokémon,,,0.9,41.0,Electric,Fighting,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Natural Cure,All status conditions heal when the Pokémon switches out.,Iron Fist,Powers up punching moves.,Scarlet,70,115,70,70,60,105,490,0,3,0,0,0,0,3,1000000,1698.0
924,Tandemaus,Couple Pokémon,,,0.3,1.8,Normal,,Run Away,Enables a sure getaway from wild Pokémon.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Scarlet,50,50,45,40,45,75,305,0,0,0,0,0,1,1,800000,
925,Maushold,Family Pokémon,,,0.3,2.8,Normal,,Friend Guard,Reduces damage done to allies.,Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,Technician,Powers up the Pokémon's weaker moves.,Scarlet,74,75,70,65,75,111,470,0,0,0,0,0,2,2,800000,1691.0
925,Maushold,Family Pokémon,Family of Three,,0.3,2.3,Normal,,Friend Guard,Reduces damage done to allies.,Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,Technician,Powers up the Pokémon's weaker moves.,Scarlet,74,75,70,65,75,111,470,0,0,0,0,0,2,2,800000,1691.0
926,Fidough,Puppy Pokémon,,,0.3,10.9,Fairy,,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",,,Klutz,The Pokémon can't use any held items.,Scarlet,37,55,70,30,55,65,312,0,0,0,0,0,1,1,1059860,
927,Dachsbun,Dog Pokémon,,,0.5,14.9,Fairy,,Well-Baked Body,"Game's Text: The Pokémon takes no damage when hit by Fire-type moves. Instead, its Defense stat is sharply boosted.",,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Scarlet,57,80,115,50,80,95,477,0,0,0,0,0,2,2,1059860,1653.0
928,Smoliv,Olive Pokémon,,,0.3,6.5,Grass,Normal,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,,,Harvest,May create another Berry after one is used.,Scarlet,41,35,45,58,51,30,260,0,0,0,1,0,0,1,1059860,
929,Dolliv,Olive Pokémon,,,0.6,11.9,Grass,Normal,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,,,Harvest,May create another Berry after one is used.,Scarlet,52,53,60,78,78,33,354,0,0,0,2,0,0,2,1059860,1651.0
930,Arboliva,Olive Pokémon,,,1.4,48.2,Grass,Normal,Seed Sower,Turns the ground into Grassy Terrain when the Pokémon is hit by an attack.,,,Harvest,May create another Berry after one is used.,Scarlet,78,69,90,125,109,39,510,0,0,0,3,0,0,3,1059860,1696.0
931,Squawkabilly,Parrot Pokémon,,,0.6,2.4,Normal,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Hustle,"Boosts the Attack stat, but lowers accuracy.",Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Scarlet,82,96,51,45,51,92,417,0,1,0,0,0,0,1,600000,
931,Squawkabilly,Parrot Pokémon,Blue Plumage,,0.6,2.4,Normal,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Hustle,"Boosts the Attack stat, but lowers accuracy.",Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Scarlet,82,96,51,45,51,92,417,0,1,0,0,0,0,1,600000,
931,Squawkabilly,Parrot Pokémon,Yellow Plumage,,0.6,2.4,Normal,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Hustle,"Boosts the Attack stat, but lowers accuracy.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,Scarlet,82,96,51,45,51,92,417,0,1,0,0,0,0,1,600000,
931,Squawkabilly,Parrot Pokémon,White Plumage,,0.6,2.4,Normal,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Hustle,"Boosts the Attack stat, but lowers accuracy.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,Scarlet,82,96,51,45,51,92,417,0,1,0,0,0,0,1,600000,
